City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,lagoa,39.05,-27.9833,63.9,88,36,24.16,PT,1668533522
290,margate,51.3813,1.3862,56.89,93,100,5.99,GB,1668533522
291,pangnirtung,66.1451,-65.7125,1.69,94,98,2.77,CA,1668533523
292,asau,46.4333,26.4,36.52,60,53,4.68,RO,1668533523
293,jalu,29.0331,21.5482,65.05,42,1,6.33,LY,1668533524
294,narasannapeta,18.4167,84.05,68.47,72,9,5.95,IN,1668533524
295,xining,36.6167,101.7667,33.85,53,94,0.85,CN,1668533492
296,kisangani,0.5167,25.2,70.52,96,93,3.18,CD,1668533525
297,broome,42.2506,-75.833,37.09,68,75,8.05,US,1668533526
298,santiago,-33.4569,-70.6483,94.28,18,0,12.66,CL,1668533510
299,saint-augustin,51.226,-58.6502,28.38,68,98,9.66,CA,1668533526
300,camacha,33.0833,-16.3333,67.42,78,20,9.22,PT,1668533527
301,acarau,-2.8856,-40.12,85.69,55,99,17.52,BR,1668533527
302,kiunga,-6.1219,141.2906,72.43,100,99,1.77,PG,1668533528
303,sheregesh,52.9209,87.9869,29.64,94,100,3.96,RU,1668533528
304,aksu,41.1231,80.2644,37.87,46,100,1.07,CN,1668533529
305,harqalah,36.0303,10.509,71.46,42,0,5.75,TN,1668533529
306,batemans bay,-35.7167,150.1833,53.1,88,96,2.95,AU,1668533530
307,kondinskoye,59.6481,67.41,2.57,90,100,11.92,RU,1668533530
308,ca mau,9.1769,105.15,76.78,94,91,4.47,VN,1668533412
309,finschhafen,-6.6024,147.8681,80.1,82,100,9.91,PG,1668533531
310,annau,37.8876,58.516,49.5,62,75,2.3,TM,1668533531
311,kapit,2.0167,112.9333,72.59,99,100,0.98,MY,1668533532
312,troitskoye,52.9821,84.6757,37.0,83,99,19.39,RU,1668533532
313,marawi,7.9986,124.2928,68.85,95,100,1.32,PH,1668533532
314,cuenca,-2.8833,-78.9833,68.13,56,75,8.05,EC,1668533533
315,thio,-21.6167,166.2167,66.16,81,28,4.34,NC,1668533533
316,alofi,-19.0595,-169.9187,75.09,100,98,4.61,NU,1668533534
317,baiyin,36.5583,104.2081,40.44,36,99,2.68,CN,1668533534
318,luorong,24.4058,109.6086,62.26,80,98,3.4,CN,1668533535
319,khandbari,27.3747,87.2039,56.28,76,22,3.13,NP,1668533535
320,olinda,-8.0089,-34.8553,82.13,65,75,10.36,BR,1668533536
321,coahuayana,18.7333,-103.6833,89.56,45,60,3.98,MX,1668533537
322,turukhansk,65.8167,87.9833,-17.27,85,13,7.0,RU,1668533493
323,ulefoss,59.2838,9.2646,41.09,88,100,11.54,NO,1668533537
324,opuwo,-18.0607,13.84,78.8,21,0,12.68,NA,1668533538
325,santander,43.4647,-3.8044,59.47,87,40,3.0,ES,1668533538
326,faya,18.3851,42.4509,60.91,80,15,4.54,SA,1668533539
327,kaeo,-35.1,173.7833,62.33,94,87,5.48,NZ,1668533539
328,kirovsk,48.6375,38.6428,31.66,55,38,6.6,UA,1668533539
329,nioro,13.35,-15.75,88.72,31,80,0.58,GM,1668533540
330,nanortalik,60.1432,-45.2371,30.42,92,100,15.03,GL,1668533540
331,vestmanna,62.1564,-7.1664,49.12,87,100,35.68,FO,1668533541
332,arraial do cabo,-22.9661,-42.0278,84.16,78,75,8.05,BR,1668533541
333,kauhajoki,62.4333,22.1833,33.78,97,12,5.03,FI,1668533542
334,puerto escondido,15.85,-97.0667,85.03,58,0,5.75,MX,1668533417
335,makakilo city,21.3469,-158.0858,73.69,75,0,5.75,US,1668533542
336,clyde river,70.4692,-68.5914,1.63,60,20,8.05,CA,1668533543
337,mercedes,-34.6515,-59.4307,89.78,26,0,15.7,AR,1668533276
338,parry sound,45.3501,-80.033,30.25,59,100,8.9,CA,1668533544
339,alvdal,62.1077,10.6307,30.33,89,9,7.43,NO,1668533544
340,aranos,-24.1333,19.1167,86.41,9,1,10.69,NA,1668533546
341,sinnamary,5.3833,-52.95,85.6,63,20,12.82,GF,1668533546
342,sobolevo,54.4299,31.8996,34.65,96,100,5.59,RU,1668533546
343,marathon,44.9,-89.7668,33.04,91,100,6.91,US,1668533547
344,port lincoln,-34.7333,135.8667,51.48,68,29,7.81,AU,1668533423
345,umm lajj,25.0213,37.2685,78.94,68,0,8.01,SA,1668533547
346,guaranesia,-21.2992,-46.8025,81.95,52,95,4.23,BR,1668533548
347,saint-pierre,-21.3393,55.4781,71.91,49,0,11.5,RE,1668533548
348,verkhniy mamon,50.1635,40.3832,31.66,57,97,5.97,RU,1668533548
349,aurangabad,19.8833,75.3333,69.44,42,1,7.14,IN,1668533491
350,coxim,-18.5067,-54.76,95.11,32,66,5.66,BR,1668533549
351,le port,-20.9373,55.2919,73.36,54,82,4.34,RE,1668533549
352,leningradskiy,69.3833,178.4167,1.72,94,100,2.19,RU,1668533550
353,pilar,-9.5972,-35.9567,85.93,58,53,11.54,BR,1668533550
354,raudeberg,61.9875,5.1352,54.86,60,35,7.38,NO,1668533551
355,college,64.8569,-147.8028,15.75,82,100,0.0,US,1668533551
356,stawell,-37.05,142.7667,40.37,79,31,3.71,AU,1668533552
357,resistencia,-27.4606,-58.9839,90.09,25,0,4.61,AR,1668533552
358,divnomorskoye,44.5011,38.1353,46.99,57,5,3.4,RU,1668533553
359,chapleau,47.8405,-83.4034,19.49,93,100,6.91,CA,1668533553
360,silver city,32.7701,-108.2803,51.62,30,0,5.75,US,1668533534
361,sur,22.5667,59.5289,79.32,65,0,6.98,OM,1668533553
362,suntar,62.1444,117.6319,-23.42,98,65,4.21,RU,1668533554
363,wewak,-3.5534,143.6268,76.32,81,91,2.24,PG,1668533554
364,byron bay,-28.65,153.6167,59.7,71,0,9.19,AU,1668533332
365,ozuluama,21.6667,-97.85,63.68,87,100,7.76,MX,1668533555
366,comodoro rivadavia,-45.8667,-67.5,73.26,28,75,17.27,AR,1668533555
367,grand-santi,4.25,-54.3833,94.26,34,94,4.65,GF,1668533556
368,suzun,53.7841,82.3116,33.89,94,98,15.46,RU,1668533556
369,uyskoye,54.3775,60.0047,17.94,78,98,8.23,RU,1668533556
370,cabo san lucas,22.8909,-109.9124,81.05,65,20,3.44,MX,1668533453
371,klaksvik,62.2266,-6.589,50.92,91,98,36.82,FO,1668533557
372,caravelas,-17.7125,-39.2481,82.49,67,100,10.78,BR,1668533558
373,telde,27.9924,-15.4192,76.05,61,0,8.05,ES,1668533558
374,goderich,43.7501,-81.7165,34.92,80,100,14.97,CA,1668533558
375,ahar,38.4774,47.0699,40.91,81,5,3.36,IR,1668533559
376,shimoda,34.6667,138.95,49.1,72,5,17.98,JP,1668533559
377,yomou,7.5603,-9.2653,73.69,91,83,1.07,GN,1668533560
378,spas-klepiki,55.1347,40.1767,29.26,75,100,3.02,RU,1668533560
379,baft,29.234,56.6057,51.49,34,0,6.31,IR,1668533561
380,manokwari,-0.8667,134.0833,78.96,82,86,0.29,ID,1668533561
381,kagadi,0.9606,30.7967,63.59,95,99,1.83,UG,1668533561
382,huangmei,30.1924,116.025,54.34,62,82,4.18,CN,1668533562
383,marzuq,14.4,46.4667,65.77,63,0,3.76,YE,1668533562
384,nouakchott,18.0858,-15.9785,87.73,51,13,11.92,MR,1668533563
385,kerrville,30.0474,-99.1403,49.53,50,0,11.5,US,1668533563
386,rio gallegos,-51.6226,-69.2181,68.05,12,0,23.02,AR,1668533563
387,esso,55.9333,158.7,21.6,93,100,10.2,RU,1668533564
388,fortuna,40.5982,-124.1573,44.98,100,0,10.36,US,1668533564
389,surab,28.4914,66.2585,53.92,51,7,1.45,PK,1668533565
390,matamoros,25.5333,-103.25,65.1,39,40,0.0,MX,1668533482
391,seaford,50.7714,0.1027,54.16,91,98,8.99,GB,1668533565
392,vredendal,-31.6683,18.5012,61.2,83,24,8.66,ZA,1668533565
393,yar-sale,66.8333,70.8333,-11.33,96,18,3.15,RU,1668533566
394,terney,45.0503,136.6092,24.44,75,7,8.37,RU,1668533566
395,olavarria,-36.8927,-60.3225,82.02,42,0,17.45,AR,1668533567
396,camacupa,-12.0167,17.4833,68.95,76,97,5.35,AO,1668533567
397,meulaboh,4.1363,96.1285,75.88,88,100,2.93,ID,1668533568
398,taunggyi,20.7833,97.0333,57.92,94,43,0.74,MM,1668533568
399,paamiut,61.994,-49.6678,22.06,78,98,5.17,GL,1668533569
400,vaitape,-16.5167,-151.75,78.04,78,99,0.94,PF,1668533569
401,karakol,42.4907,78.3936,30.06,58,92,5.12,KG,1668533569
402,southampton,50.904,-1.4043,51.85,92,20,6.91,GB,1668533304
403,georgetown,5.4112,100.3354,80.24,91,20,2.3,MY,1668533488
404,maneadero,31.7167,-116.5667,61.11,54,28,1.99,MX,1668533570
405,grindavik,63.8424,-22.4338,51.75,87,100,14.97,IS,1668533570
406,cayenne,4.9333,-52.3333,89.64,62,40,13.8,GF,1668533405
407,ust-barguzin,53.45,108.9833,24.06,89,63,6.78,RU,1668533571
408,nago,26.5881,127.9761,70.65,81,97,10.18,JP,1668533571
409,port hardy,50.6996,-127.4199,37.58,100,40,2.3,CA,1668533423
410,debre zeyit,8.75,38.9833,67.33,39,5,8.01,ET,1668533572
411,alice springs,-23.7,133.8833,72.95,28,100,6.91,AU,1668533412
412,honningsvag,70.9821,25.9704,40.75,75,100,13.8,NO,1668533573
413,clifton,40.8584,-74.1638,45.84,52,100,10.36,US,1668533520
414,bethal,-26.4579,29.4655,67.55,54,60,1.72,ZA,1668533573
415,kiama,-34.6833,150.8667,55.0,73,1,3.0,AU,1668533573
416,luderitz,-26.6481,15.1594,61.68,79,5,14.79,NA,1668533574
417,maraba,-5.3686,-49.1178,91.58,55,20,4.61,BR,1668533411
418,weston,26.1004,-80.3998,87.03,63,20,9.22,US,1668533574
419,boras,57.721,12.9401,43.11,72,100,12.19,SE,1668533575
420,requena,39.4883,-1.1004,63.52,76,94,22.24,ES,1668533575
421,bennettsville,34.6174,-79.6848,53.94,93,100,0.0,US,1668533575
422,mathathane,-22.2687,28.7495,79.81,37,0,7.18,BW,1668533576
423,mount gambier,-37.8333,140.7667,44.31,76,86,4.61,AU,1668533576
424,jardim,-21.4803,-56.1381,86.27,26,0,7.25,BR,1668533577
425,victoria,22.2855,114.1577,76.17,85,0,8.99,HK,1668533429
426,dobryatino,55.5055,41.3195,28.15,66,100,1.16,RU,1668533577
427,cochrane,51.1834,-114.4687,36.64,47,100,9.22,CA,1668533278
428,palmer,42.1584,-72.3287,43.07,49,75,3.44,US,1668533578
429,somerset west,-34.084,18.8211,67.21,74,68,4.0,ZA,1668533578
430,cockburn town,21.4612,-71.1419,81.66,75,7,13.91,TC,1668533578
431,san cristobal,7.7669,-72.225,78.98,54,95,5.93,VE,1668533579
432,affery,6.315,-3.9603,79.2,68,43,2.17,CI,1668533579
433,harper,4.375,-7.7169,79.7,79,48,6.22,LR,1668533580
434,karasjok,69.4719,25.5112,21.54,93,100,4.54,NO,1668533580
435,tautira,-17.7333,-149.15,78.28,79,100,4.21,PF,1668533580
436,kenai,60.5544,-151.2583,31.14,100,0,6.91,US,1668533581
437,sigli,5.3848,95.9609,77.97,81,100,4.88,ID,1668533582
438,oranjestad,12.524,-70.027,87.75,76,20,19.57,AW,1668533582
439,rio rancho,35.2334,-106.6645,44.15,40,0,4.61,US,1668533284
440,fria,10.4167,-13.5833,77.22,70,100,3.67,GN,1668533583
441,koslan,63.4564,48.8989,0.48,99,75,2.06,RU,1668533583
442,barentu,15.1139,37.5928,80.8,20,1,7.16,ER,1668533584
443,ilulissat,69.2167,-51.1,24.82,86,75,4.61,GL,1668533584
444,buraydah,26.326,43.975,77.45,22,0,10.92,SA,1668533585
445,tres arroyos,-38.3739,-60.2798,86.16,21,0,15.21,AR,1668533585
446,kruisfontein,-34.0033,24.7314,65.88,81,93,12.24,ZA,1668533586
447,bitkine,11.9801,18.2138,84.13,21,48,6.89,TD,1668533586
448,oranjemund,-28.55,16.4333,61.57,85,51,8.19,NA,1668533587
449,ajdabiya,30.7554,20.2263,66.69,68,2,5.93,LY,1668533492
450,vestmannaeyjar,63.4427,-20.2734,49.19,93,100,26.46,IS,1668533496
451,vigrestad,58.5667,5.7,51.58,79,100,40.82,NO,1668533588
452,lesnoy,57.6198,63.0784,9.19,91,100,10.6,RU,1668533296
453,staraya kulatka,52.7167,47.6167,21.81,90,33,5.46,RU,1668533588
454,pishin,30.5803,66.9961,53.92,25,65,1.3,PK,1668533589
455,mitchell,43.7094,-98.0298,25.74,78,100,13.8,US,1668533589
456,port augusta,-32.5,137.7667,51.8,58,3,8.05,AU,1668533491
457,panjakent,39.4952,67.6093,43.65,75,100,3.15,TJ,1668533590
458,macia,-25.0269,33.0989,66.7,77,0,6.55,MZ,1668533591
459,wynyard,-41.0,145.7167,41.97,75,36,9.19,AU,1668533591
460,lavrentiya,65.5833,-171.0,29.84,82,100,22.46,RU,1668533592
461,glyadyanskoye,54.9075,65.0883,17.92,87,100,11.95,RU,1668533592
462,abnub,27.2696,31.1511,77.22,38,0,8.55,EG,1668533592
463,straumen,63.8709,11.2999,41.0,70,0,5.82,NO,1668533593
464,korla,41.7597,86.1469,36.28,53,98,0.96,CN,1668533593
465,lasa,46.6166,10.7002,45.48,97,95,3.22,IT,1668533594
466,hofn,64.2539,-15.2082,46.0,94,100,16.28,IS,1668533594
467,tuapse,44.1125,39.0742,47.7,69,5,3.78,RU,1668533595
468,bulungu,-4.55,18.6,72.0,94,61,1.28,CD,1668533595
469,komsomolskiy,40.4272,71.7189,47.12,66,40,2.3,UZ,1668533596
470,shiloh,38.5614,-89.8973,37.6,94,100,8.05,US,1668533523
471,pasni,25.2631,63.471,78.75,71,0,3.85,PK,1668533596
472,mangrul pir,20.3167,77.35,67.17,43,0,3.62,IN,1668533597
473,mehamn,71.0357,27.8492,40.95,75,75,20.71,NO,1668533597
474,bauchi,10.5,10.0,75.16,29,75,4.88,NG,1668533598
475,roberval,48.5168,-72.2324,27.23,74,100,6.91,CA,1668533448
476,oktyabrskoye,43.0645,44.7417,28.54,93,55,2.24,RU,1668533599
477,barreirinha,-2.7933,-57.07,99.81,30,95,5.19,BR,1668533599
478,slave lake,55.2834,-114.769,35.58,69,0,20.71,CA,1668533570
479,kargasok,59.0556,80.8572,29.68,99,100,4.21,RU,1668533600
480,saint-joseph,-21.3667,55.6167,70.18,64,19,12.19,RE,1668533600
481,itaituba,-4.2761,-55.9836,93.36,55,40,12.66,BR,1668533601
482,betafo,-19.8333,46.85,63.77,87,96,4.09,MG,1668533601
483,igarka,67.4667,86.5833,-23.46,90,26,7.45,RU,1668533601
484,show low,34.2542,-110.0298,47.08,41,0,6.91,US,1668533479
485,panambi,-28.2925,-53.5017,75.27,38,0,12.57,BR,1668533602
486,ossora,59.2353,163.0719,26.19,75,99,17.92,RU,1668533602
487,alta floresta,-9.8756,-56.0861,94.37,37,99,4.72,BR,1668533603
488,zhuhai,22.2769,113.5678,76.86,88,0,4.61,CN,1668533559
489,singapore,1.2897,103.8501,80.64,81,75,5.75,SG,1668533399
490,coihaique,-45.5752,-72.0662,65.01,55,40,12.66,CL,1668533359
491,ghanzi,-21.5667,21.7833,83.37,31,20,10.25,BW,1668533604
492,burgeo,47.6167,-57.6152,37.83,64,83,18.12,CA,1668533605
493,turayf,31.6725,38.6637,62.85,82,40,16.11,SA,1668533605
494,storm lake,42.6411,-95.2097,28.44,86,40,12.66,US,1668533605
495,ayr,55.4627,-4.6339,49.32,93,75,2.3,GB,1668533606
496,lewistown,40.5992,-77.5714,38.08,79,0,4.61,US,1668533606
497,narrabri,-30.3167,149.7833,51.53,86,35,3.89,AU,1668533607
498,port shepstone,-30.7414,30.455,70.29,84,41,19.77,ZA,1668533607
499,dehloran,32.6941,47.2679,70.16,30,0,3.42,IR,1668533607
500,sawtell,-30.3833,153.1,61.18,94,1,0.0,AU,1668533608
501,lanigan,51.8501,-105.0344,8.17,94,86,7.4,CA,1668533608
502,chumikan,54.7183,135.315,12.24,77,100,6.58,RU,1668533609
503,astana,51.1801,71.446,28.35,74,75,22.37,KZ,1668533609
504,sorong,-0.8833,131.25,79.99,81,96,3.11,ID,1668533609
505,ariquemes,-9.9133,-63.0408,91.63,49,100,2.82,BR,1668533610
506,ous,60.9058,61.5186,1.49,88,100,8.66,RU,1668533610
507,skjervoy,70.0311,20.9714,28.4,74,74,5.86,NO,1668533611
508,mundra,22.85,69.7333,80.08,65,4,2.64,IN,1668533330
509,cheremukhovo,60.3484,59.9851,-3.93,90,94,4.34,RU,1668533611
510,ravar,31.2656,56.8055,57.31,43,0,0.98,IR,1668533611
511,santa maria,-29.6842,-53.8069,79.9,34,75,13.8,BR,1668533347
512,boffa,10.1667,-14.0333,79.5,74,99,6.71,GN,1668533612
513,sao filipe,14.8961,-24.4956,76.48,71,71,8.79,CV,1668533612
514,micheweni,-4.9667,39.8333,79.36,79,3,10.45,TZ,1668533613
515,binga,-17.6203,27.3414,76.8,67,10,3.76,ZW,1668533613
516,solwezi,-12.1688,26.3894,64.09,92,92,3.0,ZM,1668533614
517,pevek,69.7008,170.3133,-10.16,98,96,1.34,RU,1668533614
518,la ronge,55.1001,-105.2842,23.25,80,100,4.61,CA,1668533614
519,udachnyy,66.4167,112.4,-28.28,98,89,5.53,RU,1668533615
520,kanchanaburi,14.6333,99.1,74.01,93,27,2.01,TH,1668533615
521,tyup,42.7276,78.3648,32.68,62,76,2.15,KG,1668533616
522,havelock,34.8791,-76.9013,73.38,80,75,10.36,US,1668533540
523,filadelfia,39.9523,-75.1638,47.26,62,100,11.5,US,1668533346
524,tshane,-24.0196,21.8684,81.75,38,66,7.38,BW,1668533617
525,beringovskiy,63.05,179.3167,35.38,97,100,25.21,RU,1668533617
526,paka,4.6374,103.4368,76.98,94,100,0.0,MY,1668533617
527,luwuk,-0.9516,122.7875,80.08,82,100,1.68,ID,1668533618
528,kahului,20.8947,-156.47,71.62,89,75,12.66,US,1668533497
529,soddy-daisy,35.2359,-85.1908,47.48,96,100,2.33,US,1668533618
530,neuquen,-38.9516,-68.0591,78.69,31,0,2.3,AR,1668533619
531,lusambo,-4.9667,23.45,70.56,97,100,2.3,CD,1668533619
532,laguna,38.421,-121.4238,59.14,68,0,9.22,US,1668533620
533,chimoio,-19.1164,33.4833,73.26,78,75,3.02,MZ,1668533620
534,iskateley,67.6803,53.1512,21.27,95,99,16.98,RU,1668533620
535,jawhar,2.7809,45.5005,77.11,79,46,9.78,SO,1668533621
536,ayagoz,47.9714,80.4392,33.39,81,16,19.51,KZ,1668533621
537,sal rei,16.1833,-22.9167,79.0,69,75,13.8,CV,1668533622
538,maniitsoq,65.4167,-52.9,21.96,89,100,7.58,GL,1668533622
539,angoche,-16.2325,39.9086,78.35,82,0,3.6,MZ,1668533622
540,roros,62.5747,11.3842,29.16,87,7,14.03,NO,1668533623
541,talaya,61.3833,152.75,-26.34,100,98,0.76,RU,1668533623
542,eagle pass,28.7091,-100.4995,56.26,44,40,11.5,US,1668533620
543,necochea,-38.5473,-58.7368,72.27,43,0,10.8,AR,1668533406
544,lagos,6.5833,3.75,84.52,73,44,7.67,NG,1668533400
545,kutum,14.2,24.6667,69.31,22,9,12.77,SD,1668533624
546,mackenzie,55.2999,-123.1698,30.42,86,100,0.0,CA,1668533624
547,lumeje,-11.55,20.7833,69.84,71,54,4.36,AO,1668533625
548,sai buri,6.7013,101.6168,75.94,91,100,3.44,TH,1668533625
549,tacuarembo,-31.7333,-55.9833,82.31,33,0,14.63,UY,1668533626
550,galle,6.0367,80.217,76.28,88,100,3.98,LK,1668533460
551,montecristo,8.2971,-74.4733,82.26,90,100,1.05,CO,1668533626
552,baruun-urt,46.6806,113.2792,21.56,62,0,8.43,MN,1668533627
553,san jose iturbide,21.0,-100.3833,68.59,46,24,7.92,MX,1668533627
554,iqaluit,63.7506,-68.5145,8.33,78,75,6.91,CA,1668533589
555,haines junction,60.7522,-137.5108,31.95,93,100,3.44,CA,1668533627
556,hobyo,5.3505,48.5268,80.58,74,1,16.02,SO,1668533585
557,cilegon,-6.0174,106.0538,79.92,80,100,11.25,ID,1668533628
558,sun city west,33.662,-112.3413,65.25,35,0,3.0,US,1668533381
559,krasnoselkup,65.7,82.4667,-17.07,88,14,9.69,RU,1668533629
560,sisimiut,66.9395,-53.6735,18.37,91,100,8.32,GL,1668533629
561,morondava,-20.2833,44.2833,80.58,76,74,12.53,MG,1668533629
562,kilindoni,-7.9139,39.6668,79.5,78,40,16.58,TZ,1668533630
563,zhanakorgan,43.9098,67.2495,40.91,55,91,15.1,KZ,1668533630
564,giyani,-23.3025,30.7187,77.22,44,0,5.66,ZA,1668533630
565,kiri buru,22.0833,85.35,60.78,59,0,1.63,IN,1668533631
566,rocha,-34.4833,-54.3333,73.8,42,9,20.31,UY,1668533631
567,sao joao da barra,-21.6403,-41.0511,86.09,89,100,17.38,BR,1668533632
568,taylor,32.3001,-99.8337,45.01,48,0,18.41,US,1668533632
569,zhigansk,66.7697,123.3711,-19.88,97,100,10.67,RU,1668533632
570,vila franca do campo,37.7167,-25.4333,67.19,86,53,10.31,PT,1668533633
571,shieli,44.1667,66.75,38.25,61,84,14.41,KZ,1668533633
572,willowmore,-33.2926,23.4895,63.07,57,86,12.75,ZA,1668533634
573,dakar,14.6937,-17.4441,86.88,70,0,11.5,SN,1668533364
574,vila,42.0304,-8.1588,47.28,90,89,5.95,PT,1668533634
575,pareora,-44.4871,171.2132,59.18,97,100,4.05,NZ,1668533634
576,ust-ishim,57.6935,71.1665,15.82,93,100,8.16,RU,1668533386
577,solnechnyy,50.7214,136.6319,14.5,93,19,1.41,RU,1668533635
578,kyren,51.6828,102.1408,23.67,75,77,2.39,RU,1668533636
